oem,model,battery_charging,platform_cpu,platform_gpu,body_sim,network_technology,display_type,main_camera_video,selfie_camera_video,body_weight,display_resolution,display_size,sound_3.5mm_jack,platform_os,platform_chipset,misc_price,memory,ram,removability,battery_capacity
Samsung,Galaxy A6 (2018),,8,Mali-T830,Single-Sim,LTE,Super AMOLED,1080p,,159,720 x 1480 ,5.6,Yes,Android,Exynos 7870 Octa,200,64,4,Non-removable,3000
Samsung,Galaxy J7 Duo,,8,Mali-G71,Single-Sim,LTE,Super AMOLED,1080p,,174,720 x 1280 ,5.5,Yes,Android,Exynos 7885,240,32,4,Removable,3000
Samsung,Galaxy J7 Prime 2,,8,Mali-T830,Single-Sim,LTE,PLS TFT,1080p,1080p,170,1080 x 1920 ,5.5,Yes,Android,Exynos 7870 Octa,170,32,3,Non-removable,3300
Samsung,Galaxy S9+,15,8,Mali-G72,Single-Sim,LTE,Super AMOLED,2160p,1440p,189,1440 x 2960 ,6.2,Yes,Android,Exynos 9810,620,64,6,Non-removable,3500
Samsung,Galaxy S9,15,8,Mali-G72,Single-Sim,LTE,Super AMOLED,2160p,1440p,163,1440 x 2960 ,5.8,Yes,Android,Exynos 9810,490,64,4,Non-removable,3000
Samsung,Galaxy A8+ (2018),18,8,Mali-G71,Single-Sim,LTE,Super AMOLED,1080p,1080p,191,1080 x 2220 ,6,Yes,Android,Exynos 7885,400,64,6,Non-removable,3500
Samsung,Galaxy A8 (2018),18,8,Mali-G71,Single-Sim,LTE,Super AMOLED,1080p,1080p,172,1080 x 2220 ,5.6,Yes,Android,Exynos 7885,270,32,4,Non-removable,3000
Samsung,Galaxy C7 (2017),,8,,Dual-Sim,LTE,Super AMOLED,1080p,,180,1080 x 1920 ,5.5,Yes,Android,NULL,280,32,4,Non-removable,3000
Samsung,Galaxy Note8,15,8,Mali-G71,Single-Sim,LTE,Super AMOLED,2160p,1440p,195,1440 x 2960 ,6.3,Yes,Android,Exynos 8895,550,64,6,Non-removable,3300
Samsung,Galaxy S8 Active,15,8,Adreno 540,Nano-Sim,LTE,Super AMOLED,2160p,1440p,208.1,1440 x 2960 ,5.8,Yes,Android,Qualcomm MSM8998 Snapdragon 835,850,64,4,Non-removable,4000
Samsung,Galaxy J7 V,,8,Adreno 506,Nano-Sim,LTE,IPS LCD,1080p,,167.3,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,240,16,2,Removable,3300
Samsung,Galaxy Note FE,15,8,Mali-T880,Single-Sim,LTE,Super AMOLED,2160p,,167,1440 x 2560 ,5.7,Yes,Android,Exynos 8890 Octa,600,64,4,Non-removable,3200
Samsung,Galaxy J7 Max,,8,Mali-T880,Dual-Sim,LTE,PLS,1080p,,179,1080 x 1920 ,5.7,Yes,Android,Mediatek MT6757 Helio P20,170,32,4,Non-removable,3300
Samsung,Galaxy J7 Pro,,8,Mali-T830,Single-Sim,LTE,Super AMOLED,1080p,1080p,181,1080 x 1920 ,5.5,Yes,Android,Exynos 7870 Octa,200,32,3,Non-removable,3600
Samsung,Galaxy J7 (2017),,8,Mali-T830,Dual-Sim,LTE,Super AMOLED,1080p,1080p,181,1080 x 1920 ,5.5,Yes,Android,Exynos 7870 Octa,200,16,3,Non-removable,3600
Samsung,Galaxy S8,15,8,Mali-G71,Single-Sim,LTE,Super AMOLED,2160p,1440p,155,1440 x 2960 ,5.8,Yes,Android,Exynos 8895,390,64,4,Non-removable,3000
Samsung,Galaxy S8+,15,8,Mali-G71,Single-Sim,LTE,Super AMOLED,2160p,1440p,173,1440 x 2960 ,6.2,Yes,Android,Exynos 8895,470,128,6,Non-removable,3500
Samsung,Galaxy C7 Pro,18,8,Adreno 506,Dual-Sim,LTE,Super AMOLED,1080p,,172,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8953-Pro Snapdragon 626,300,64,4,Non-removable,3300
Samsung,Galaxy A7 (2017),18,8,Mali-T830,Single-Sim,LTE,Super AMOLED,1080p,1080p,186,1080 x 1920 ,5.7,Yes,Android,Exynos 7880,280,32,3,Non-removable,3600
Samsung,Galaxy C9 Pro,18,8,Adreno 510,Dual-Sim,LTE,Super AMOLED,1080p,1080p,189,1080 x 1920 ,6,Yes,Android,Qualcomm MSM8976 Pro Snapdragon 653,430,64,6,Non-removable,4000
Samsung,Galaxy A8 (2016),,8,Mali-T760,Single-Sim,LTE,Super AMOLED,1080p,1080p,182,1080 x 1920 ,5.7,Yes,Android,Exynos 7420 Octa,300,32,3,Non-removable,3300
Samsung,Galaxy On8,,8,Mali-T720,Dual-Sim,LTE,Super AMOLED,1080p,,169,1080 x 1920 ,5.5,Yes,Android,Exynos 7580 Octa,200,16,3,Removable,3300
Samsung,Galaxy On7 (2016),18,8,Adreno 506,Dual-Sim,LTE,"Capacitive touchscreen, 16M colors",1080p,,167,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,200,32,3,Non-removable,3300
Samsung,Galaxy J7 Prime,,8,Mali-T830,Single-Sim,LTE,PLS TFT,1080p,,167,1080 x 1920 ,5.5,Yes,Android,Exynos 7870 Octa,140,16,3,Non-removable,3300
Samsung,Galaxy On7 Pro,,4,Adreno 306,Dual-Sim,LTE,TFT,1080p,,172,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,150,16,2,Removable,3000
Samsung,Galaxy C7,18,8,Adreno 506,Dual-Sim,LTE,Super AMOLED,1080p,,169,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8953 Snapdragon 625,250,32,4,Non-removable,3300
Samsung,Galaxy A9 Pro (2016),18,8,Adreno 510,Single-Sim,LTE,Super AMOLED,1080p,1080p,210,1080 x 1920 ,6,Yes,Android,Qualcomm MSM8976 Snapdragon 652,300,32,4,Non-removable,5000
Samsung,Galaxy J7 (2016),,8,Adreno 405,Single-Sim,LTE,Super AMOLED,1080p,,170,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8952 Snapdragon 617,230,16,2,Removable,3300
Samsung,Galaxy S7 edge,15,4,Adreno 530,Single-Sim,LTE,Super AMOLED,2160p,,157,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8996 Snapdragon 820,400,32,4,Non-removable,3600
Samsung,Galaxy S7 edge (USA),15,4,Adreno 530,Nano-Sim,LTE,Super AMOLED,2160p,,157,1440 x 2560 ,5.5,Yes,Android,Qualcomm MSM8996 Snapdragon 820,350,32,4,Non-removable,3600
Samsung,Galaxy A9 (2016),18,8,Adreno 510,Single-Sim,LTE,Super AMOLED,1080p,1080p,200,1080 x 1920 ,6,Yes,Android,Qualcomm MSM8976 Snapdragon 652,300,32,3,Non-removable,4000
Samsung,Galaxy A7 (2016),18,8,Mali-T720,Single-Sim,LTE,Super AMOLED,1080p,1080p,172,1080 x 1920 ,5.5,Yes,Android,Exynos 7580 Octa,300,16,3,Non-removable,3300
Samsung,Galaxy On7,,4,Adreno 306,Dual-Sim,LTE,TFT,1080p,,172,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,180,8,2,Removable,3000
Samsung,Galaxy Note5 (USA),15,8,Mali-T760,Nano-Sim,LTE,Super AMOLED,2160p,1440p,171,1440 x 2560 ,5.7,Yes,Android,Exynos 7420 Octa,540,32,4,Non-removable,3000
Samsung,Galaxy Note5,15,8,Mali-T760,Nano-Sim,LTE,Super AMOLED,2160p,1440p,171,1440 x 2560 ,5.7,Yes,Android,Exynos 7420 Octa,470,32,4,Non-removable,3000
Samsung,Galaxy Note5 Duos,15,8,Mali-T760,Dual-Sim,LTE,Super AMOLED,2160p,1440p,171,1440 x 2560 ,5.7,Yes,Android,Exynos 7420 Octa,600,32,4,Non-removable,3000
Samsung,Galaxy S6 edge+ (USA),15,8,Mali-T760,Nano-Sim,LTE,Super AMOLED,2160p,1440p,153,1440 x 2560 ,5.7,Yes,Android,Exynos 7420 Octa,550,32,4,Non-removable,3000
Samsung,Galaxy S6 edge+,15,8,Mali-T760,Nano-Sim,LTE,Super AMOLED,2160p,1440p,153,1440 x 2560 ,5.7,Yes,Android,Exynos 7420 Octa,530,32,4,Non-removable,3000
Samsung,Galaxy S6 edge+ Duos,15,8,Mali-T760,Dual-Sim,LTE,Super AMOLED,2160p,1440p,153,1440 x 2560 ,5.7,Yes,Android,Exynos 7420 Octa,530,32,4,Non-removable,3000
Samsung,Galaxy A8 Duos,,8,Adreno 405,Dual-Sim,LTE,Super AMOLED,1080p,1080p,151,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8939 Snapdragon 615,380,32,2,Non-removable,3050
Samsung,Galaxy A8,,8,Adreno 405,Nano-Sim,LTE,Super AMOLED,1080p,1080p,151,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8939 Snapdragon 615,250,32,2,Non-removable,3050
Samsung,Galaxy J7,,8,Adreno 405,Single-Sim,LTE,Super AMOLED,1080p,,171,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,200,16,2,Removable,3000
Samsung,Galaxy J7 Nxt,,8,Mali-T830,Dual-Sim,LTE,Super AMOLED,1080p,,170,720 x 1280 ,5.5,Yes,Android,Exynos 7870 Octa,180,16,2,Removable,3000
Samsung,Galaxy A7 Duos,,8,Adreno 405,Dual-Sim,LTE,Super AMOLED,1080p,1080p,141,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,300,16,2,Non-removable,2600
Samsung,Galaxy A7,,8,Adreno 405,Nano-Sim,LTE,Super AMOLED,1080p,1080p,141,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8939 Snapdragon 615,300,16,2,Non-removable,2600
Samsung,Galaxy E7,,4,Adreno 306,Single-Sim,LTE,Super AMOLED,1080p,1080p,141,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8916 Snapdragon 410,230,16,2,Non-removable,2950
Samsung,Galaxy Note Edge,15,4,Adreno 420,Micro-Sim,LTE,Super AMOLED,2160p,1440p,174,1600 x 2560 ,5.6,Yes,Android,Qualcomm APQ8084 Snapdragon 805,300,32,3,Removable,3000
Samsung,Galaxy Note 4 Duos,15,4,Adreno 420,Dual-Sim,LTE,Super AMOLED,2160p,1440p,175,1440 x 2560 ,5.7,Yes,Android,Qualcomm APQ8084 Snapdragon 805,300,16,3,Removable,3000
Samsung,Galaxy Note 4 (USA),15,4,Adreno 420,Micro-Sim,LTE,Super AMOLED,2160p,1440p,176,1440 x 2560 ,5.7,Yes,Android,Qualcomm APQ8084 Snapdragon 805,250,32,3,Removable,3220
Samsung,Galaxy Note 4,15,4,Adreno 420,Micro-Sim,LTE,Super AMOLED,2160p,1440p,176,1440 x 2560 ,5.7,Yes,Android,Qualcomm APQ8084 Snapdragon 805,350,32,3,Removable,3220
Samsung,Galaxy Mega 2,,4,Mali-400,Micro-Sim,LTE,"Capacitive touchscreen, 16M colors",1080p,,194,720 x 1280 ,6,Yes,Android,Exynos 4415,340,16,2,Removable,2800
Samsung,Galaxy Note 3 Neo Duos,,4,Adreno 305,Dual-Sim,HSPA,Super AMOLED,1080p,1080p,162.5,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8228 Snapdragon 400,410,16,2,Removable,3100
Samsung,Galaxy Note 3 Neo,,6,Mali-T624,Micro-Sim,LTE,Super AMOLED,1080p,1080p,162.5,720 x 1280 ,5.5,Yes,Android,Exynos 5260 Hexa,320,16,2,Removable,3100
Samsung,Galaxy Round G910S,,4,Adreno 330,Micro-Sim,LTE,Super Flexible AMOLED,2160p,1080p,154,1080 x 1920 ,5.7,Yes,Android,Qualcomm Snapdragon 800,680,32,3,Removable,2800
Samsung,Galaxy Note 3,,4,Adreno 330,Micro-Sim,LTE,Super AMOLED,2160p,1080p,168,1080 x 1920 ,5.7,Yes,Android,Qualcomm Snapdragon 800,420,16,3,Removable,3200
Samsung,Galaxy Mega 5.8 I9150,,2,,Single-Sim,HSPA,TFT,1080p,,182,540 x 960 ,5.8,Yes,Android,NULL,280,8,2,Removable,2600
Sony,Xperia 1,18,8,Adreno 640,Single-Sim,LTE,OLED,2160p,1080p,180,1644 x 3840 ,6.5,No,Android,Qualcomm SDM855 Snapdragon 855,1000,64,6,Non-removable,3330
Sony,Xperia 10 Plus,18,8,Adreno 509,Single-Sim,LTE,IPS LCD,2160p,1080p,180,1080 x 2520 ,6.5,Yes,Android,Qualcomm SDM636 Snapdragon 636,430,64,4,Non-removable,3000
Sony,Xperia 10,18,8,Adreno 508,Single-Sim,LTE,IPS LCD,2160p,1080p,162,1080 x 2520 ,6,Yes,Android,Qualcomm SDM630 Snapdragon 630,350,64,3,Non-removable,2870
Sony,Xperia XZ3,18,8,Adreno 630,Single-Sim,LTE,P-OLED,2160p,1080p,193,1440 x 2880 ,6,No,Android,Qualcomm SDM845 Snapdragon 845,500,64,4,Non-removable,3300
Sony,Xperia XA2 Plus,18,8,Adreno 508,Single-Sim,LTE,IPS LCD,2160p,1080p,205,1080 x 2160 ,6,Yes,Android,Qualcomm SDM630 Snapdragon 630,380,64,6,Non-removable,3580
Sony,Xperia XZ2 Premium,18,8,Adreno 630,Single-Sim,LTE,IPS LCD,2160p,1080p,236,3840 x 2160 ,5.8,No,Android,Qualcomm SDM845 Snapdragon 845,900,64,6,Non-removable,3540
Sony,Xperia XZ2,18,8,Adreno 630,Single-Sim,LTE,IPS LCD,2160p,1080p,198,1080 x 2160 ,5.7,No,Android,Qualcomm SDM845 Snapdragon 845,460,64,4,Non-removable,3180
Sony,Xperia XA2 Ultra,18,8,Adreno 508,Single-Sim,LTE,IPS LCD,2160p,1080p,221,1080 x 1920 ,6,Yes,Android,Qualcomm SDM630 Snapdragon 630,330,32,4,Non-removable,3580
Sony,Xperia L2,,4,Mali-T720,Single-Sim,LTE,IPS LCD,1080p,1080p,178,720 x 1280 ,5.5,Yes,Android,Mediatek MT6737T,190,32,3,Non-removable,3300
Sony,Xperia XA1 Plus,10,8,Mali-T880,Single-Sim,LTE,IPS LCD,1080p,1080p,189,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6757 Helio P20,270,32,3,Non-removable,3430
Sony,Xperia L1,,4,Mali-T720,Single-Sim,LTE,IPS LCD,1080p,1080p,180,720 x 1280 ,5.5,Yes,Android,Mediatek MT6737T,190,16,2,Non-removable,2620
Sony,Xperia XZ Premium,18,8,Adreno 540,Single-Sim,LTE,IPS LCD,2160p,1080p,195,3840 x 2160 ,5.46,Yes,Android,Qualcomm MSM8998 Snapdragon 835,420,64,4,Non-removable,3230
Sony,Xperia XA1 Ultra,10,8,Mali-T880,Single-Sim,LTE,IPS LCD,1080p,1080p,188,1080 x 1920 ,6,Yes,Android,Mediatek MT6757 Helio P20,280,32,4,Non-removable,2700
Sony,Xperia XA Ultra,,8,Mali-T860,Single-Sim,LTE,IPS LCD,1080p,1080p,202,1080 x 1920 ,6,Yes,Android,Mediatek MT6755 Helio P10,250,16,3,Non-removable,2700
Sony,Xperia Z5 Premium Dual,18,8,Adreno 430,Dual-Sim,LTE,IPS LCD,2160p,1080p,180,2160 x 3840 ,5.5,Yes,Android,Qualcomm MSM8994 Snapdragon 810,300,32,3,Non-removable,3430
Sony,Xperia Z5 Premium,18,8,Adreno 430,Nano-Sim,LTE,IPS LCD,2160p,1080p,180,2160 x 3840 ,5.5,Yes,Android,Qualcomm MSM8994 Snapdragon 810,240,32,3,Non-removable,3430
Sony,Xperia C5 Ultra Dual,,8,Mali-T760,Dual-Sim,LTE,IPS LCD,1080p,1080p,187,1080 x 1920 ,6,Yes,Android,Mediatek MT6752,290,16,2,Non-removable,2930
Sony,Xperia C5 Ultra,,8,Mali-T760,Nano-Sim,LTE,IPS LCD,1080p,1080p,187,1080 x 1920 ,6,Yes,Android,Mediatek MT6752,200,16,2,Non-removable,2930
Sony,Xperia C4 Dual,,8,Mali-T760,Dual-Sim,LTE,IPS LCD,1080p,720p,147,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6752,250,16,2,Non-removable,2600
Sony,Xperia C4,,8,Mali-T760,Nano-Sim,LTE,IPS LCD,1080p,720p,147,1080 x 1920 ,5.5,Yes,Android,Mediatek MT6752,220,16,2,Non-removable,2600
Sony,Xperia C3 Dual,,4,Adreno 305,Dual-Sim,HSPA,IPS LCD,1080p,720p,149.7,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8926 Snapdragon 400,250,8,1,Non-removable,2500
Sony,Xperia C3,,4,Adreno 305,Micro-Sim,LTE,IPS LCD,1080p,720p,149.7,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8926 Snapdragon 400,190,8,1,Non-removable,2500
Sony,Xperia T2 Ultra dual,,4,Adreno 305,Dual-Sim,HSPA,IPS LCD,1080p,720p,171.8,720 x 1280 ,6,Yes,Android,Qualcomm MSM8228 Snapdragon 400,280,8,1,Non-removable,3000
Sony,Xperia T2 Ultra,,4,Adreno 305,Micro-Sim,LTE,IPS LCD,1080p,720p,171.7,720 x 1280 ,6,Yes,Android,Qualcomm MSM8928 Snapdragon 400,230,8,1,Non-removable,3000
Sony,Xperia Z Ultra,,4,Adreno 330,Micro-Sim,LTE,IPS LCD,1080p,1080p,212,1080 x 1920 ,6.4,Yes,Android,Qualcomm MSM8274,280,16,2,Non-removable,3050
vivo,X27 Pro,18,8,Adreno 616,Dual-Sim,LTE,Super AMOLED,2160p,1080p,200,1080 x 2460 ,6.7,Yes,Android,Qualcomm SDM710 Snapdragon 710,530,256,8,Non-removable,4000
vivo,S1,18,8,Mali-G72,Dual-Sim,LTE,IPS LCD,2160p,1080p,189.5,1080 x 2340 ,6.53,Yes,Android,Mediatek Helio P70,300,128,6,Non-removable,3940
vivo,X27,18,8,Adreno 616,Dual-Sim,LTE,Super AMOLED,2160p,1080p,188,1080 x 2340 ,6.39,Yes,Android,Qualcomm SDM710 Snapdragon 710,480,256,8,Non-removable,4000
vivo,V15,,8,Mali-G72,Dual-Sim,LTE,IPS LCD,2160p,1080p,189.5,1080 x 2340 ,6.53,Yes,Android,Mediatek Helio P70,310,64,6,Non-removable,4000
vivo,iQOO,44,8,Adreno 640,Dual-Sim,LTE,AMOLED,2160p,1080p,180,1080 x 2340 ,6.41,Yes,Android,Qualcomm SDM855 Snapdragon 855,400,256,8,Non-removable,4000
vivo,V15 Pro,18,8,Adreno 612,Dual-Sim,LTE,Super AMOLED,2160p,1080p,185,1080 x 2316 ,6.39,Yes,Android,Qualcomm SDM675 Snapdragon 675,360,128,6,Non-removable,3700
vivo,Y89,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,,149.3,1080 x 2280 ,6.26,Yes,Android,Qualcomm MSM8953-Pro Snapdragon 626,210,64,4,Non-removable,3260
vivo,Y93 (Mediatek),,8,PowerVR GE8320,Single-Sim,LTE,IPS LCD,1080p,,163.5,720 x 1520 ,6.22,Yes,Android,Mediatek MT6762 Helio P22,150,32,4,Non-removable,4030
vivo,Y93s,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,,165,720 x 1520 ,6.2,Yes,Android,Mediatek MT6762 Helio P22,230,128,4,Non-removable,4030
vivo,Y95,,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,1080p,163.5,720 x 1520 ,6.22,Yes,Android,Qualcomm SDM439 Snapdragon 439,250,64,4,Non-removable,4030
vivo,Z1 Lite,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,1080p,149,1080 x 2280 ,6.26,Yes,Android,Qualcomm MSM8953-Pro Snapdragon 626,170,32,4,Non-removable,3260
vivo,Y93,,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,,163.5,720 x 1520 ,6.2,Yes,Android,Qualcomm SDM439 Snapdragon 439,200,64,4,Non-removable,4030
vivo,Y91i,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,,163.5,720 x 1520 ,6.22,Yes,Android,Mediatek MT6762 Helio P22,100,16,2,Non-removable,4030
vivo,Y91 (Mediatek),,8,PowerVR GE8320,Single-Sim,LTE,IPS LCD,1080p,,163.5,720 x 1520 ,6.22,Yes,Android,Mediatek MT6762 Helio P22,200,64,3,Non-removable,4030
vivo,Y91,,8,Adreno 505,Dual-Sim,LTE,IPS LCD,1080p,,163.5,720 x 1520 ,6.22,Yes,Android,Qualcomm SDM439 Snapdragon 439,200,32,3,Non-removable,4030
vivo,Y81i,,4,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,,143,720 x 1520 ,6.22,Yes,Android,Mediatek MT6761 Helio A22,130,16,2,Non-removable,3260
vivo,Z3,,8,Adreno 615,Dual-Sim,LTE,IPS LCD,1080p,1080p,164,1080 x 2280 ,6.3,Yes,Android,Qualcomm SDM670 Snapdragon 670,250,64,6,Non-removable,3315
vivo,Y71i,,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,150,720 x 1440 ,6,Yes,Android,Qualcomm MSM8917 Snapdragon 425,120,16,2,Non-removable,3360
vivo,Y97,,8,Mali-G72,Dual-Sim,LTE,S-IPS LCD,1080p,1080p,162,1080 x 2280 ,6.3,Yes,Android,Mediatek MT6771 Helio P60,250,128,4,Non-removable,3315
vivo,V11 (V11 Pro),18,8,Adreno 512,Dual-Sim,LTE,Super AMOLED,2160p,1080p,156,1080 x 2340 ,6.41,Yes,Android,Qualcomm SDM660 Snapdragon 660,350,64,6,Non-removable,3400
vivo,Y83 Pro,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,,152,720 x 1520 ,6.22,Yes,Android,Mediatek MT6762 Helio P22,200,64,4,Non-removable,3260
vivo,V9 6GB,,8,Adreno 512,Dual-Sim,LTE,IPS LCD,2160p,1080p,150,1080 x 2280 ,6.3,Yes,Android,Qualcomm SDM660 Snapdragon 660,300,64,6,Non-removable,3260
vivo,Z1i,,8,Adreno 509,Dual-Sim,LTE,IPS LCD,2160p,,149.3,1080 x 2280 ,6.26,Yes,Android,Qualcomm SDM636 Snapdragon 636,250,128,4,Non-removable,3260
vivo,NEX S,22.5,8,Adreno 630,Dual-Sim,LTE,Super AMOLED,2160p,1080p,199,1080 x 2316 ,6.59,Yes,Android,Qualcomm SDM845 Snapdragon 845,700,128,8,Non-removable,4000
vivo,NEX A,22,8,Adreno 616,Dual-Sim,LTE,Super AMOLED,2160p,1080p,199,1080 x 2316 ,6.59,Yes,Android,Qualcomm SDM710 Snapdragon 710,600,128,6,Non-removable,4000
vivo,Z1,,8,Adreno 512,Dual-Sim,LTE,IPS LCD,2160p,1080p,149.3,1080 x 2280 ,6.26,Yes,Android,Qualcomm SDM660 Snapdragon 660,300,64,4,Non-removable,3260
vivo,Y83,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,,150,720 x 1520 ,6.22,Yes,Android,Mediatek MT6762 Helio P22,250,64,4,Non-removable,3260
vivo,Y81,,8,PowerVR GE8320,Dual-Sim,LTE,IPS LCD,1080p,,146.5,720 x 1520 ,6.22,Yes,Android,Mediatek MT6762 Helio P22,180,32,3,Non-removable,3260
vivo,X21i,18,8,Mali-G72,Dual-Sim,LTE,Super AMOLED,1080p,,159,1080 x 2280 ,6.28,Yes,Android,Mediatek MT6771 Helio P60,430,128,4,Non-removable,3425
vivo,Y71,,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,150,720 x 1440 ,6,Yes,Android,Qualcomm MSM8917 Snapdragon 425,140,16,3,Non-removable,3360
vivo,V9 Youth,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,1080p,150,1080 x 2280 ,6.3,Yes,Android,Qualcomm SDM450 Snapdragon 450,260,32,4,Non-removable,3260
vivo,V9,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,2160p,1080p,150,1080 x 2280 ,6.3,Yes,Android,Qualcomm MSM8953-Pro Snapdragon 626,300,64,4,Non-removable,3260
vivo,X21 UD,18,8,Adreno 512,Dual-Sim,LTE,Super AMOLED,1080p,1080p,156.2,1080 x 2280 ,6.28,Yes,Android,Qualcomm SDM660 Snapdragon 660,550,128,6,Non-removable,3200
vivo,X21,18,8,Adreno 512,Dual-Sim,LTE,Super AMOLED,1080p,1080p,156.2,1080 x 2280 ,6.28,Yes,Android,Qualcomm SDM660 Snapdragon 660,450,64,6,Non-removable,3200
vivo,V7,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,,139,720 x 1440 ,5.7,Yes,Android,Qualcomm SDM450 Snapdragon 450,250,32,4,Non-removable,3000
vivo,V7+,,8,Adreno 506,Dual-Sim,LTE,IPS LCD,1080p,,160,720 x 1440 ,5.99,Yes,Android,Qualcomm SDM450 Snapdragon 450,360,64,4,Non-removable,3225
vivo,Y65,,4,Adreno 308,Dual-Sim,LTE,IPS LCD,1080p,,157,720 x 1280 ,5.5,Yes,Android,Qualcomm MSM8917 Snapdragon 425,170,16,3,Non-removable,3000
vivo,Y69,,8,Mali-T860,Dual-Sim,LTE,IPS LCD,1080p,1080p,162.8,720 x 1280 ,5.5,Yes,Android,Mediatek MT6750,200,32,3,Non-removable,3000
vivo,X9s Plus,18,8,Adreno 510,Dual-Sim,LTE,AMOLED,1080p,,183.2,1080 x 1920 ,5.85,Yes,Android,Qualcomm MSM8976 Pro Snapdragon 653,390,64,4,Non-removable,4015
vivo,X9s,10,8,Adreno 510,Dual-Sim,LTE,AMOLED,1080p,,154,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8976 Snapdragon 652,350,64,4,Non-removable,3320
vivo,V5s,,8,Mali-T860,Dual-Sim,LTE,IPS LCD,1080p,1080p,154,720 x 1280 ,5.5,Yes,Android,Mediatek MT6750,280,64,4,Non-removable,3000
vivo,V5 Lite (vivo 1609),,8,,Dual-Sim,LTE,IPS LCD,1080p,1080p,155,720 x 1280 ,5.5,Yes,Android,NULL,160,32,3,Non-removable,3000
vivo,V5 Plus,10,8,Adreno 506,Dual-Sim,LTE,IPS LCD,2160p,1080p,158.6,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,450,64,4,Non-removable,3160
vivo,Y67,,8,Mali-T860,Dual-Sim,LTE,IPS LCD,1080p,1080p,154,720 x 1280 ,5.5,Yes,Android,Mediatek MT6750,270,32,4,Non-removable,3000
vivo,Xplay6,18,4,Adreno 530,Dual-Sim,LTE,Super AMOLED,2160p,1080p,178,1440 x 2560 ,5.46,Yes,Android,Qualcomm MSM8996 Snapdragon 820,700,128,6,Non-removable,4080
vivo,X9 Plus,18,8,Adreno 510,Dual-Sim,LTE,IPS LCD,1080p,1080p,199,1080 x 1920 ,5.88,Yes,Android,Qualcomm MSM8976 Pro Snapdragon 653,580,64,6,Non-removable,4000
vivo,X9,18,8,Adreno 506,Dual-Sim,LTE,Super AMOLED,1080p,1080p,154,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8953 Snapdragon 625,460,64,4,Non-removable,3050
vivo,V5,,8,Mali-T860,Dual-Sim,LTE,IPS LCD,1080p,1080p,154,720 x 1280 ,5.5,Yes,Android,Mediatek MT6750,250,32,4,Non-removable,3000
vivo,X7 Plus,18,8,Adreno 510,Dual-Sim,LTE,Super AMOLED,1080p,,183.5,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8976 Snapdragon 652,680,64,4,Non-removable,4000
vivo,V3Max,18,8,Adreno 510,Dual-Sim,LTE,IPS LCD,1080p,,168,1080 x 1920 ,5.5,Yes,Android,Qualcomm MSM8976 Snapdragon 652,300,32,4,Non-removable,3000
vivo,X6S Plus,18,8,Adreno 510,Dual-Sim,LTE,Super AMOLED,1080p,,172.5,1080 x 1920 ,5.7,Yes,Android,Qualcomm MSM8976 Snapdragon 652,410,64,4,Non-removable,3000
